,EP_PLATFORM_ID,EP_PLATFORM_TYPE,EP_PLATFORM_CODE,EP_PLATFORM_LINK,TIME_QC (1),latitude (degrees_north),longitude (degrees_east),SLEV_QC (1),SLEV_DM,site_code,platform_code,platform_name,pi_name,area,author,source,contributor_name,contributor_url,data_assembly_center,institution_edmo_code,institution_references,institution,wmo_platform_code
190812580,368632,TG,OuveaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368632,1,-20.54982,166.56187,4,\u0000,,OuveaTG,Ouvea,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
191716490,368980,TG,PapeeteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368980,1,-17.53308,-149.57272,1,D,,PapeeteTG,Papeete,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
191717031,368980,TG,PapeeteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368980,1,-17.53308,-149.57272,4,D,,PapeeteTG,Papeete,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
192734409,368980,TG,PapeeteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368980,1,-17.53308,-149.57272,1,R,,PapeeteTG,Papeete,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
192754414,8833,TG,PointeAPitreTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8833,1,16.23,-61.53,1,\u0000,,PointeAPitreTG,Pointe-A-Pitre,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
193180789,8833,TG,PointeAPitreTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8833,1,16.23,-61.53,0,\u0000,,PointeAPitreTG,Pointe-A-Pitre,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
193582779,8833,TG,PointeAPitreTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8833,1,16.23,-61.53,4,\u0000,,PointeAPitreTG,Pointe-A-Pitre,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
194148301,8833,TG,PointeAPitreTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8833,1,16.23,-61.53,3,\u0000,,PointeAPitreTG,Pointe-A-Pitre,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
194992274,8835,TG,PortBlocTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8835,1,45.5684,-1.0616,1,\u0000,,PortBlocTG,Port Bloc,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
198618679,8835,TG,PortBlocTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8835,1,45.5684,-1.0616,0,\u0000,,PortBlocTG,Port Bloc,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
199040386,8835,TG,PortBlocTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8835,1,45.5684,-1.0616,3,\u0000,,PortBlocTG,Port Bloc,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
200437993,8835,TG,PortBlocTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8835,1,45.5684,-1.0616,4,\u0000,,PortBlocTG,Port Bloc,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
200442584,368635,TG,PortFerreolTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368635,1,43.35907,6.71761,1,\u0000,,PortFerreolTG,Port Ferreol,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
203503579,368635,TG,PortFerreolTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368635,1,43.35907,6.71761,0,\u0000,,PortFerreolTG,Port Ferreol,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
203639872,368635,TG,PortFerreolTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368635,1,43.35907,6.71761,3,\u0000,,PortFerreolTG,Port Ferreol,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
203639879,368635,TG,PortFerreolTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368635,1,43.35907,6.71761,4,\u0000,,PortFerreolTG,Port Ferreol,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
204609716,368636,TG,PortLaNouvelleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368636,1,43.01471,3.0641,1,\u0000,,PortLaNouvelleTG,Port-La-Nouvelle,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
207105772,368636,TG,PortLaNouvelleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368636,1,43.01471,3.0641,0,\u0000,,PortLaNouvelleTG,Port-La-Nouvelle,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
207518908,368636,TG,PortLaNouvelleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368636,1,43.01471,3.0641,4,\u0000,,PortLaNouvelleTG,Port-La-Nouvelle,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
207702005,368636,TG,PortLaNouvelleTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368636,1,43.01471,3.0641,3,\u0000,,PortLaNouvelleTG,Port-La-Nouvelle,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
208566772,8839,TG,PortTudyTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8839,1,47.6443,-3.44599,1,\u0000,,PortTudyTG,Port-Tudy,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
212164926,8839,TG,PortTudyTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8839,1,47.6443,-3.44599,0,\u0000,,PortTudyTG,Port-Tudy,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
212932914,8839,TG,PortTudyTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8839,1,47.6443,-3.44599,4,\u0000,,PortTudyTG,Port-Tudy,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
213077436,8839,TG,PortTudyTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8839,1,47.6443,-3.44599,3,\u0000,,PortTudyTG,Port-Tudy,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
213923046,8840,TG,PortVendresTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8840,1,42.5201,3.1073,1,D,,PortVendresTG,Port-Vendres,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
218296070,8840,TG,PortVendresTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8840,1,42.5201,3.1073,0,D,,PortVendresTG,Port-Vendres,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
218664621,8840,TG,PortVendresTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8840,1,42.5201,3.1073,4,D,,PortVendresTG,Port-Vendres,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
218672422,8840,TG,PortVendresTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8840,1,42.5201,3.1073,1,R,,PortVendresTG,Port-Vendres,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
218673295,8840,TG,PortVendresTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8840,1,42.5201,3.1073,4,R,,PortVendresTG,Port-Vendres,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
219169521,8840,TG,PortVendresTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8840,1,42.5201,3.1073,3,D,,PortVendresTG,Port-Vendres,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
219592253,638731,TG,RichardTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=638731,1,45.45367,-0.92305,1,\u0000,,RichardTG,Richard,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
219643769,638731,TG,RichardTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=638731,1,45.45367,-0.92305,0,\u0000,,RichardTG,Richard,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
219661087,638731,TG,RichardTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=638731,1,45.45367,-0.92305,4,\u0000,,RichardTG,Richard,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
219774354,638731,TG,RichardTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=638731,1,45.45367,-0.92305,3,\u0000,,RichardTG,Richard,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
221001537,369946,TG,RikiteaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=369946,1,-23.12227,-134.96675,1,\u0000,,RikiteaTG,Rikitea,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
221177871,369946,TG,RikiteaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=369946,1,-23.12227,-134.96675,3,\u0000,,RikiteaTG,Rikitea,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
221182344,369946,TG,RikiteaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=369946,1,-23.12227,-134.96675,4,\u0000,,RikiteaTG,Rikitea,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
221312221,368982,TG,RikiteaWharfTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368982,1,-23.1178,-134.969,1,D,,RikiteaWharfTG,Rikitea Wharf,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
223501487,368982,TG,RikiteaWharfTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368982,1,-23.1178,-134.969,1,R,,RikiteaWharfTG,Rikitea Wharf,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
223750793,368982,TG,RikiteaWharfTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368982,1,-23.1178,-134.969,4,R,,RikiteaWharfTG,Rikitea Wharf,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
224245973,8861,TG,RoscoffTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8861,1,48.7184,-3.9659,1,\u0000,,RoscoffTG,Roscoff,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
228607858,8861,TG,RoscoffTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8861,1,48.7184,-3.9659,0,\u0000,,RoscoffTG,Roscoff,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
229187161,8861,TG,RoscoffTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8861,1,48.7184,-3.9659,4,\u0000,,RoscoffTG,Roscoff,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
229525347,8861,TG,RoscoffTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8861,1,48.7184,-3.9659,3,\u0000,,RoscoffTG,Roscoff,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
230335785,25870,TG,SainteMarieTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=25870,1,-20.89278,55.53694,1,D,,SainteMarieTG,Sainte Marie,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
232845037,25870,TG,SainteMarieTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=25870,1,-20.89278,55.53694,1,R,,SainteMarieTG,Sainte Marie,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
232980129,25870,TG,SainteMarieTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=25870,1,-20.89278,55.53694,0,R,,SainteMarieTG,Sainte Marie,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
233087555,8867,TG,SaintMaloTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8867,1,48.6411,-2.0276,1,\u0000,,SaintMaloTG,Saint-Malo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
237590690,8867,TG,SaintMaloTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8867,1,48.6411,-2.0276,0,\u0000,,SaintMaloTG,Saint-Malo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
238490507,8867,TG,SaintMaloTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8867,1,48.6411,-2.0276,4,\u0000,,SaintMaloTG,Saint-Malo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
238524514,8867,TG,SaintMaloTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8867,1,48.6411,-2.0276,3,\u0000,,SaintMaloTG,Saint-Malo,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
239387030,368983,TG,SaintMartinTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368983,1,18.08333,-63.08543,1,D,,SaintMartinTG,Saint-Martin,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
240263262,368983,TG,SaintMartinTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368983,1,18.08333,-63.08543,1,R,,SaintMartinTG,Saint-Martin,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
240660912,368983,TG,SaintMartinTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368983,1,18.08333,-63.08543,3,R,,SaintMartinTG,Saint-Martin,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
240880303,8868,TG,SaintNazaireTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8868,1,47.27,-2.2,1,\u0000,,SaintNazaireTG,Saint-Nazaire,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
244957179,8868,TG,SaintNazaireTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8868,1,47.27,-2.2,0,\u0000,,SaintNazaireTG,Saint-Nazaire,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
245828552,8868,TG,SaintNazaireTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8868,1,47.27,-2.2,4,\u0000,,SaintNazaireTG,Saint-Nazaire,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
245886336,8868,TG,SaintNazaireTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8868,1,47.27,-2.2,3,\u0000,,SaintNazaireTG,Saint-Nazaire,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
246702779,368639,TG,SaintPierreEtMiquelonTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368639,1,46.77883,-56.16831,1,\u0000,,SaintPierreEtMiquelonTG,Saint-Pierre-et-Miquelon,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
249678224,368639,TG,SaintPierreEtMiquelonTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368639,1,46.77883,-56.16831,0,\u0000,,SaintPierreEtMiquelonTG,Saint-Pierre-et-Miquelon,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
249815374,368639,TG,SaintPierreEtMiquelonTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368639,1,46.77883,-56.16831,4,\u0000,,SaintPierreEtMiquelonTG,Saint-Pierre-et-Miquelon,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
249875269,368639,TG,SaintPierreEtMiquelonTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368639,1,46.77883,-56.16831,3,\u0000,,SaintPierreEtMiquelonTG,Saint-Pierre-et-Miquelon,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
250774835,372074,TG,SaintQuayPortrieuxTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=372074,1,48.6475,-2.81806,1,D,,SaintQuayPortrieuxTG,Saint-Quay-Portrieux,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
251115282,372074,TG,SaintQuayPortrieuxTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=372074,1,48.6475,-2.81806,1,R,,SaintQuayPortrieuxTG,Saint-Quay-Portrieux,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
251130462,372074,TG,SaintQuayPortrieuxTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=372074,1,48.6475,-2.81806,0,R,,SaintQuayPortrieuxTG,Saint-Quay-Portrieux,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
251168529,372074,TG,SaintQuayPortrieuxTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=372074,1,48.6475,-2.81806,3,R,,SaintQuayPortrieuxTG,Saint-Quay-Portrieux,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
251175525,372074,TG,SaintQuayPortrieuxTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=372074,1,48.6475,-2.81806,4,R,,SaintQuayPortrieuxTG,Saint-Quay-Portrieux,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
251276521,372074,TG,SaintQuayPortrieuxTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=372074,1,48.6475,-2.81806,3,D,,SaintQuayPortrieuxTG,Saint-Quay-Portrieux,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
251366207,372074,TG,SaintQuayPortrieuxTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=372074,1,48.6475,-2.81806,4,D,,SaintQuayPortrieuxTG,Saint-Quay-Portrieux,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
251861708,8886,TG,SeteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8886,1,43.4,3.7017,1,\u0000,,SeteTG,Sete,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
255470154,8886,TG,SeteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8886,1,43.4,3.7017,0,\u0000,,SeteTG,Sete,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
256217600,8886,TG,SeteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8886,1,43.4,3.7017,4,\u0000,,SeteTG,Sete,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
256460173,8886,TG,SeteTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8886,1,43.4,3.7017,3,\u0000,,SeteTG,Sete,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
257157083,8900,TG,SocoaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8900,1,43.3984,-1.6731,1,\u0000,,SocoaTG,Saint-Jean-De-Lu,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
260775047,8900,TG,SocoaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8900,1,43.3984,-1.6731,0,\u0000,,SocoaTG,Saint-Jean-De-Lu,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
261356238,8900,TG,SocoaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8900,1,43.3984,-1.6731,4,\u0000,,SocoaTG,Saint-Jean-De-Lu,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
261403888,8900,TG,SocoaTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8900,1,43.3984,-1.6731,3,\u0000,,SocoaTG,Saint-Jean-De-Lu,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
262348559,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,1,D,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
265722014,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,7,D,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
265875531,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,0,D,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
266150240,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,1,R,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
266244279,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,0,R,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
266261177,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,3,R,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
266290472,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,4,R,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
266353318,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,3,D,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
266556582,8901,TG,SolenzaraTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8901,1,41.85686,9.40383,4,D,,SolenzaraTG,Solenzara,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
266904056,368642,TG,ThioTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368642,1,-21.61381,166.24153,1,\u0000,,ThioTG,Thio,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
268410400,368642,TG,ThioTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368642,1,-21.61381,166.24153,0,\u0000,,ThioTG,Thio,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
268942411,368642,TG,ThioTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368642,1,-21.61381,166.24153,4,\u0000,,ThioTG,Thio,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
269156061,368642,TG,ThioTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=368642,1,-21.61381,166.24153,3,\u0000,,ThioTG,Thio,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
270225196,8985,TG,ToulonTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8985,1,43.1228,5.9146,1,\u0000,,ToulonTG,Toulon,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
270361928,8985,TG,ToulonTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8985,1,43.1228,5.9146,0,\u0000,,ToulonTG,Toulon,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
270904575,8985,TG,ToulonTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8985,1,43.1228,5.9146,3,\u0000,,ToulonTG,Toulon,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
271022804,8985,TG,ToulonTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=8985,1,43.1228,5.9146,4,\u0000,,ToulonTG,Toulon,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
271731957,371433,TG,TubuaiTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=371433,1,-23.34177,-149.47554,1,\u0000,,TubuaiTG,Tubuai,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
273695246,371433,TG,TubuaiTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=371433,1,-23.34177,-149.47554,4,\u0000,,TubuaiTG,Tubuai,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
273814099,371433,TG,TubuaiTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=371433,1,-23.34177,-149.47554,3,\u0000,,TubuaiTG,Tubuai,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
274077516,371433,TG,TubuaiTG,http://www.emodnet-physics.eu/Map/spi.aspx?id=371433,1,-23.34177,-149.47554,0,\u0000,,TubuaiTG,Tubuai,,Global Ocean,,land/onshore structure,,,Ifremer,540,,SHOM Service Hydrographique et Oceanographique de la Marine,
