SSC ID,Station Name,Country_x,Latitude,Longitude,IOC code,PTWC code,GLOSS ID_x,UHSLC ID,PSMSL ID,SONEL GPS,SONEL TG,Code,GLOSS ID_y,Country_y,Location
SSC-mais,Marion Island,South Africa,-46.87,37.87,"mais, mais2",mais,20.0,920,,2016,1980,mais2,,South-Africa,Marion Island
SSC-maji,Majis,Oman,24.52,56.61,maji,maji,,,,,,maji,,Oman,Majis
SSC-maju,Marina Jambu,Indonesia,-6.19,105.84,maju,maju,,,,,,maju,,Indonesia,Marina Jambu
SSC-mala,Malakal,Palau,7.33,134.45,mala,mala,120.0,7,"1252, 338",2628,2627,mala,120,Palau Islands,Malakal
SSC-male,Male,Maldives,4.19,73.53,male,male,28.0,108,"1743, 1744, 1753","2985, 3536, 729",1978,male,28,Maldive Islands,Male
SSC-mali,Malin Head Peninsular,Ireland,55.37,-7.33,"malh, mali",mali,239.0,834,916,2065,2435,mali,239,Ireland,Malin Head Peninsular
SSC-malo,Måløy,Norway,61.93,5.12,malo,,,802,486,,,malo,,Norway,Måløy
SSC-malp,Malpelo,Colombia,4.0,-81.6,"malp, malp2",malp,,,,,,malp,,Colombia,Malpelo
SSC-malp,Malpelo,Colombia,4.0,-81.6,"malp, malp2",malp,,,,,,malp2,,Colombia,Malpelo
SSC-mani,Manila,Philippines,14.58,120.97,mani,mani,73.0,370,145,"3064, 3238, 3591, 815",1979,mani,73,Philippines,Manila
SSC-manz,Manzanillo,Mexico,19.06,-104.3,"manz, mnza",manz,163.0,395,"1818, 737","2983, 3324, 3596, 733","2166, 2783",manz,163,Mexico,Manzanillo
SSC-manz,Manzanillo,Mexico,19.06,-104.3,"manz, mnza",manz,163.0,395,"1818, 737","2983, 3324, 3596, 733","2166, 2783",mnza,,Mexico,Manzanillo
SSC-manzd,Manzanillo,Cuba,20.33,-77.15,,,,,1934,,,manz,163,Mexico,Manzanillo
SSC-manzd,Manzanillo,Cuba,20.33,-77.15,,,,,1934,,,mnza,,Mexico,Manzanillo
SSC-mari,Marin,Spain,42.41,-8.69,mari,,,,2181,,,mari,,Spain,Marin
SSC-marm,Marmagao,India,15.42,73.8,marm,marm,281.0,,1249,2066,2437,marm,281,India,Marmagao
SSC-mars,Marseille,France,43.29,5.36,mars,,205.0,824,61,"3193, 735",1802,mars,205,France,Marseille
SSC-marsh,Majuro,Marshall Islands,7.11,171.37,marsh,majb,112.0,5,"1217, 1228, 1838",2055,"2117, 2768",marsh,112,Marshall Islands,Majuro
SSC-masi,Masirah,Oman,20.68,58.87,masi,masi,,113,1887,,,masi,,Oman,Masirah
SSC-mata,Matarani,Peru,-17.0,-72.12,mata,mata,,94,"2188, 458",,,mata,,Perú,Matarani
SSC-matel,Marina di Teulada,Italy,38.93,8.72,matel,,,,,,,matel,,Italy,Marina di Teulada
SSC-maya,Mayaguez,Puerto Rico,18.22,-67.16,maya,maya,,736,,"3115, 3116",3114,maya,,Puerto Rico,Mayaguez
SSC-mdic,Marina Di Campo,Italy,42.74,10.24,MC41,,,,2140,3438,3437,MC41,,Italy,Marina Di Campo
SSC-meji,Mejillones,Chile,-23.1,-70.45,"meji, meji2",meji,,,,,,meji,,Chile,Mejillones
SSC-meji,Mejillones,Chile,-23.1,-70.45,"meji, meji2",meji,,,,,,meji2,,Chile,Mejillones
SSC-meli,Melilla,Spain,35.29,-2.93,meli,,,,2057,3105,3104,meli,,Spain,Melilla
SSC-mera,Mera,Japan,34.92,139.82,mera,mera,86.0,352,359,801,2313,mera,86,Japan,Mera
SSC-mess,Messina,Italy,38.2,15.56,ME13,,,,"115, 2081",3441,"3439, 3440",ME13,,Italy,Messina
SSC-meul,Meulaboh,Indonesia,4.32,96.22,"meul, meul2",meul,,914,,2933,2932,meul,,Indonesia,Meulaboh
SSC-meul,Meulaboh,Indonesia,4.32,96.22,"meul, meul2",meul,,914,,2933,2932,meul2,,Indonesia,Meulaboh
SSC-mhav,Milford Haven,United Kingdom,51.71,-5.05,mhav,,,,"1700, 66",,,mhav,,UK,Milford Haven
SSC-mill,Millport,United Kingdom,55.75,-4.91,mill,,,,755,,,mill,,UK,Millport
SSC-mimz,Mimizan,France,44.21,-1.3,"mimz, mimz2",,,,,"3480, 3481",3479,mimz,,France,Mimizan
SSC-mind,Mindelo,Cape Verde,16.89,-25.0,mind,,,,,,,mind,,Cabo Verde,Mindelo
SSC-mini,Minicoy,India,8.28,73.05,mini,mini,29.0,153,1050,2068,2439,mini,29,India,Minicoy
SSC-mlga,Malaga,Spain,36.71,-4.42,mal3,,,,"1810, 496","1924, 3459","2183, 2396",mal3,,Spain,Malaga
SSC-mnga,Mangalia,Romania,43.8,28.6,mang,,,,,,,mang,,Romania,Mangalia
SSC-mnkt,Manukau,New Zealand,-37.05,174.51,mnkt,mnkt,,,,,,mnkt,,New Zealand,Manukau
SSC-momb,Mombasa,Kenya,-4.07,39.65,momb,momb,8.0,101,"2183, 370",,"2794, 3583",momb,8,Kenya,Mombasa
SSC-mona,Mona Island,United States,18.09,-67.94,"mona, mona2",mona,,267,2122,3017,3016,mona,,USA,Mona Island
SSC-mona,Mona Island,United States,18.09,-67.94,"mona, mona2",mona,,267,2122,3017,3016,mona2,,USA,Mona Island
SSC-moul,Moulmein,Myanmar,16.48,97.62,moul,moul,141.0,906,747,,2845,moul,141,Myanmar,Moulmein
SSC-mrig,Marigot,Dominica,15.55,-61.28,mrig,,,,,,,mrig,,Dominica island,Marigot
SSC-mrms,Marmaris,Turkey,36.84,28.38,mrms,,,,,,,mrms,,Turkey,Marmaris
SSC-mstd,Marstrand,Sweden,57.89,11.59,mard,,,,,,,mard,,Sweden,Marstrand
SSC-mtwa,Mtwara,Tanzania,-10.27,40.2,mtwa,tanz,9.0,922,805,2567,2566,mtwa,9,Tanzania,Mtwara
SSC-mumb,Mumbles,United Kingdom,51.57,-3.98,mumb,,,,1732,,,mumb,,UK,Mumbles
SSC-murc,Murcia,Spain,37.6,-0.97,murc2,,,,,,,murc2,,Spain,Murcia
SSC-musc,Muscat,Oman,23.63,58.57,"mus2, musc","mus2, musc",,110,"1716, 2185",,,musc,,Oman,Muscat
SSC-nagas,Nagasaki,Japan,32.73,129.87,naga,naga,83.0,362,"1100, 141",805,2105,naga,83,Japan,Nagasaki
SSC-naha,Naha,Japan,26.22,127.67,naha,naha,81.0,355,1151,807,2111,naha,81,Japan,Naha
SSC-naho,Nahodka,Russia,42.78,132.86,naho,naho,,,,,,naho,,Russia,Nahodka
SSC-nain,Nain,Canada,56.55,-61.68,nain,,224.0,833,1029,748,2101,nain,224,Canada,Nain
SSC-nanc,Nancowry,India,8.05,93.55,nanc,nanc,,,2222,,,nanc,,India,Nancowry
SSC-nans,Nansha,China,9.5,112.5,nans,nans,,,,,,nans,,China,Nansha
SSC-napo,Napoli,Italy,40.84,14.27,NA23,napo,,,"105, 129, 1531, 1535, 1611, 2092",3471,"3468, 3469, 3470",NA23,,Italy,Napoli
SSC-napt,Port Napier,New Zealand,-39.48,176.92,napt,napt,,668,1750,,,napt,,New Zealand,Port Napier
SSC-naur,Nauru,Nauru,-0.52,166.91,"naur, nauu",nauu,114.0,4,"1374, 1844",750,"2134, 2773",nauu,,Nauru,Nauru
SSC-nehu,Nehuentue,Chile,-38.74,-73.43,"nhte, nhte2, ntue, ntue2",ntue,,,,,,nhte,,Chile,Nehuentue
SSC-nehu,Nehuentue,Chile,-38.74,-73.43,"nhte, nhte2, ntue, ntue2",ntue,,,,,,ntue,,Chile,Nehuentue
SSC-nehu,Nehuentue,Chile,-38.74,-73.43,"nhte, nhte2, ntue, ntue2",ntue,,,,,,ntue2,,Chile,Nehuentue
SSC-neri,Newport,United States,41.5,-71.33,,neri,290.0,253,351,761,2361,npor,,UK,Newport
SSC-npor,Newport,United Kingdom,51.55,-2.99,npor,,,,1832,,,npor,,UK,Newport
SSC-neve,Nevel'sk,Russia,46.68,141.86,neve,,,,250,,,neve,,Russia,Nevel'sk
SSC-nhav,Newhaven,United Kingdom,50.78,0.06,nhav,,,,1548,,,nhav,,UK,Newhaven
SSC-nice,Nice,France,43.7,7.29,"nice, nice2",nice,,,1468,"2014, 3542",1813,nice,,France,Nice
SSC-niue,Niue,Niue,-19.05,-169.92,niue,niue,,,,,,niue,,Niue,Niue
SSC-nksk,Nikol'skoe,Russia,55.2,166.02,nksk,nksk,,,,,,nksk,,Russia,Nikol'skoe
SSC-noct,Nouakchott,Mauritania,18.1,-15.95,noct,noct,,806,2036,,,noct,,Mauritania,Nouakchott
SSC-nome,Nome,United States,64.5,-165.43,"nome, nome2",nome,74.0,595,1800,2708,2707,nome,74,USA,Nome
SSC-nome,Nome,United States,64.5,-165.43,"nome, nome2",nome,74.0,595,1800,2708,2707,nome2,74,USA,Nome
SSC-noti,Noto,Italy,36.88,14.99,,,,,,758,,noto,,Japan,Noto
SSC-noto,Noto,Japan,37.5,137.16,noto,noto,,,,,,noto,,Japan,Noto
SSC-noua,Nouadhibou,Mauritania,20.81,-17.04,noua,,,,,,,noua,,Mauritania,Nouadhibou
SSC-nshi,North Shields,United Kingdom,55.01,-1.44,nshi,,,,"533, 95","2427, 764",2186,nshi,,UK,North Shields
SSC-nyal,Ny Ålesund,Norway,78.93,11.95,nyal,,345.0,823,1421,"3012, 766, 767",2139,nyal,345,Norway,Ny Ålesund
SSC-nyna,Nynas Fiskehamn,Sweden,58.92,17.97,nyna,,,,,,,nyna,,Sweden,Nynas Fiskehamn
SSC-ofun,Ofunato,Japan,39.0,141.75,ofun,ofun,87.0,351,"1140, 1364",800,"2131, 2765",ofun,87,Japan,Ofunato
SSC-omae,Omaezaki,Japan,34.6,138.23,omae,omae,,,"1141, 1263",,,omae,,Japan,Omaezaki
SSC-onsa,Onsala,Sweden,57.4,11.93,onsa,,,,,770,,onsa,,Sweden,Onsala
SSC-oran,Oranjestad,Aruba,12.52,-70.03,oran,oran,,,,,,oran,,Aruba,Oranjestad
SSC-orma,Ormara,Pakistan,25.2,64.68,orma,orma,,,,,,orma,,Pakistan,Ormara
SSC-orta,Ortona,Italy,42.36,14.41,OR24,,,,"2097, 972",,,OR24,,Italy,Ortona
SSC-oska,Oskarshamn,Sweden,57.28,16.48,oska,,,,2106,,,oska,,Sweden,Oskarshamn
SSC-oste,Ostend,Belgium,51.23,2.92,oste,,,,413,2988,2987,oste,,Belgium,Ostend
SSC-otat,Dunedin,New Zealand,-45.81,170.63,otat,otat,,669,"136, 1643, 252","2508, 771, 921","2337, 2742, 2746",otat,,New Zealand,Dunedin
SSC-otro,Otranto,Italy,40.15,18.5,OT15,otra,,,"2096, 990",3444,"3442, 3443",OT15,,Italy,Otranto
SSC-ouis,Ouistreham,France,49.28,-0.25,"ouis, ouis2",,,,,,,ouis,,France,Ouistreham
SSC-ouve,Ouvea,France,-20.55,166.56,ouve,,,,,,,ouve,,France,Ouvea
SSC-oxel,Oxelosund Vinterklasen,Sweden,58.66,17.12,oxel,,,,,,,oxel,,Sweden,Oxelosund Vinterklasen
SSC-pada,Padang,Indonesia,-0.95,100.37,"pada, padn","pada, padn",45.0,107,"1686, 2193, 274","2944, 3100",2810,pada,45,Indonesia,Padang
SSC-pago,Pago Pago,American Samoa,-14.28,-170.69,"pago, pago2, pagx","pago, pagx",144.0,56,539,631,2352,pago,144,Samoa,Pago Pago
SSC-pago,Pago Pago,American Samoa,-14.28,-170.69,"pago, pago2, pagx","pago, pagx",144.0,56,539,631,2352,pago2,144,Samoa,Pago Pago
SSC-pago,Pago Pago,American Samoa,-14.28,-170.69,"pago, pago2, pagx","pago, pagx",144.0,56,539,631,2352,pagx,144,Samoa,Pago Pago
SSC-palb,Port Alberni,Canada,49.23,-124.81,palb,ptal,,,527,,,palb,,Canada,Port Alberni
SSC-pale,Paleochora,Greece,35.22,23.68,pale,pale,,,,,,pale,,Greece,Paleochora
SSC-pana,Pangandaran,Indonesia,-7.75,108.5,pana,pana,,,,2962,2964,pana,,Indonesia,Pangandaran
SSC-pand,Pandangaran,Indonesia,-7.75,108.5,pand,,,,,,,pand,,Indonesia,Pandangaran
SSC-pano,Panormos,Greece,38.36,22.25,pano,,,,,,,pano,,Greece,Panormos
SSC-pant,Pantelleria,Italy,36.83,11.94,pant,pant,,,,,,pant,,Italy,Pantelleria
SSC-papa,Papagayo Marina,Costa Rica,10.64,-85.65,papa,papa,,,,,,papa,,Costa Rica,Papagayo Marina
SSC-papho,Paphos,Cyprus,34.76,32.41,papho,,,,2159,,,papho,,Cyprus,Paphos
SSC-papo,Paposo,Chile,-25.01,-70.47,"papo, papo2",papo,,,,,,papo,,Chile,Paposo
SSC-papo,Paposo,Chile,-25.01,-70.47,"papo, papo2",papo,,,,,,papo2,,Chile,Paposo
SSC-para,Paralimni,Cyprus,35.04,34.04,para,para,,,2161,,,para,,Cyprus,Paralimni
SSC-pata,Patache,Chile,-20.8,-70.19,"pata, pata2",pata,,,,,,pata,,Chile,Patache
SSC-pata,Patache,Chile,-20.8,-70.19,"pata, pata2",pata,,,,,,pata2,,Chile,Patache
SSC-pbil,Puerto Bilwi,Nicaragua,14.02,-83.38,pbil,,,,,,,pbil,,Nicaragua,Puerto Bilwi
SSC-pblu,Puerto El Bluff,Nicaragua,12.0,-83.69,pblu,pblu,,,,,,pblu,,Nicaragua,Puerto El Bluff
SSC-pedn,Puerto Eden,Chile,-49.13,-74.42,"pedn, pedn2",pedn,,,,,,pedn,,Chile,Puerto Eden
SSC-pedn,Puerto Eden,Chile,-49.13,-74.42,"pedn, pedn2",pedn,,,,,,pedn2,,Chile,Puerto Eden
SSC-peir,Peiraias,Greece,37.93,23.62,peir,,,,374,,,peir,,Greece,Peiraias
SSC-peit,Porto empedocle,Italy,37.29,13.52,"PE09, PE21",,,,2083,,,PE09,,Italy,Porto empedocle
SSC-pemba,Pemba,Mozambique,-12.97,40.48,pemba,pemb,11.0,192,"1298, 2227",2957,2796,pemba,11,Moçambique,Pemba
SSC-penr,Penrhyn,Cook Islands,-9.0,-158.05,penr,penr,143.0,24,1450,,2846,penr,143,Cook Islands,Penrhyn
SSC-petr,Petropavlovsk,Russia,53.02,158.65,petr,petr,93.0,,824,"2499, 813",2316,petr,93,Russia,Petropavlovsk
SSC-pich,Pichidangui,Chile,-32.14,-71.53,"pich, pich2, pich3",pich,,,,,,pich,,Chile,Pichidangui
SSC-pich,Pichidangui,Chile,-32.14,-71.53,"pich, pich2, pich3",pich,,,,,,pich2,,Chile,Pichidangui
SSC-pich,Pichidangui,Chile,-32.14,-71.53,"pich, pich2, pich3",pich,,,,,,pich3,,Chile,Pichidangui
SSC-pisa,Pisagua,Chile,-19.6,-70.21,"pisa, pisa2",pisa,,,,,,pisa,,Chile,Pisagua
SSC-pisa,Pisagua,Chile,-19.6,-70.21,"pisa, pisa2",pisa,,,,,,pisa2,,Chile,Pisagua
SSC-pkem,Port Kembla,Australia,-34.47,150.91,pkem,pkem,,342,"831, 850",2060,2179,pkem,,Australia,Port Kembla
SSC-plat,Mar Del Plata,Argentina,-38.05,-57.55,"plat, plat2",plat,192.0,729,"177, 1852, 819, 857","2051, 937","2369, 2758",plat,192,Argentina,Mar Del Plata
SSC-plma,Palmeira,Cape Verde,16.76,-22.98,palm1,palm,329.0,235,1914,"3597, 851",1987,palm1,329,Cabo Verde,Palmeira
SSC-plmy,Palmyra Island,United States,5.89,-162.09,plmy,plmy,,43,532,,,plmy,,USA,Palmyra Island
SSC-plnu,Palinuro,Italy,40.03,15.28,PL14,,,,2082,3581,3580,PL14,,Italy,Palinuro
SSC-plom,Plomari,Greece,38.97,26.37,plom,,,,,,,plom,,Greece,Plomari
SSC-plrm,Palermo,Italy,38.12,13.37,PA07,pa07,,,"107, 2093",,,PA07,,Italy,Palermo
SSC-plup,Pulau Perhentian,Malaysia,5.93,102.7,ms004,pula,,,,,,ms004,,Malaysia,Pulau Perhentian
SSC-pluz,Puerto de la Luz,Spain,28.13,-15.41,"lasp, pluz",lasp,251.0,217,"1311, 1802, 565, 590",941,"2197, 2754, 2779",pluz,251,Spain,Puerto de la Luz
SSC-plym,Plymouth,United Kingdom,50.37,-4.19,plym,,,,982,3259,3258,plym,,UK,Plymouth
SSC-pmel,Puerto Melinka,Chile,-43.9,-73.75,"pmel, pmel2",pmel,,,,,,pmel,,Chile,Puerto Melinka
SSC-pmel,Puerto Melinka,Chile,-43.9,-73.75,"pmel, pmel2",pmel,,,,,,pmel2,,Chile,Puerto Melinka
SSC-pmon,Puerto Montt,Chile,-41.48,-72.97,"pmon, pmon2",pmon,178.0,684,472,,2858,pmon,178,Chile,Puerto Montt
SSC-pmon,Puerto Montt,Chile,-41.48,-72.97,"pmon, pmon2",pmon,178.0,684,472,,2858,pmon2,178,Chile,Puerto Montt
SSC-pmur,PtMurat,Australia,-21.82,114.19,pmur,pmur,,,,,,pmur,,Australia,PtMurat
SSC-pnfl,Pensacola,United States,30.4,-87.21,"pnfl, pnfl2",pnfl,288.0,762,246,1887,2379,pnfl,288,USA,Pensacola
SSC-pnfl,Pensacola,United States,30.4,-87.21,"pnfl, pnfl2",pnfl,288.0,762,246,1887,2379,pnfl2,288,USA,Pensacola
SSC-pntn,Pointe Noire,Republic of the Congo,-4.78,11.83,pntn,ptno,261.0,234,"2038, 938",,2883,pntn,261,Congo,Pointe Noire
SSC-ponz,Ponza,Italy,40.9,12.97,PO40,po40,,,2141,,,PO40,,Italy,Ponza
SSC-porl,Portland,Australia,-38.34,141.61,porl,porl,55.0,129,"1547, 1556",2061,2148,porl,55,Australia,Portland
SSC-porl,Portland,Australia,-38.34,141.61,porl,porl,55.0,129,"1547, 1556",2061,2148,ptme,,USA,Portland
SSC-ptme,Portland,United States,43.66,-70.25,ptme,ptme,,252,183,,,porl,55,Australia,Portland
SSC-ptme,Portland,United States,43.66,-70.25,ptme,ptme,,252,183,,,ptme,,USA,Portland
SSC-poro,Poronajsk,Russia,49.22,143.09,poro,poro,,,,,,poro,,Russia,Poronajsk
SSC-porp,Portpatrick,United Kingdom,54.84,-5.12,porp,,,,1215,,,porp,,UK,Portpatrick
SSC-portf,Port Hardy,Canada,50.72,-127.48,phbc,phbc,,,1071,3207,3206,phbc,,Canada,Port Hardy
SSC-posa,Porto Santo,Portugal,33.06,-16.31,posa,,,,,,,posa,,Portugal,Porto Santo
SSC-posi,Pos'et,Russia,42.65,130.8,posi,posi,,,626,,,posi,,Russia,Pos'et
SSC-poto,Puerto Potosi,Nicaragua,13.01,-87.5,pots,pots,,,,,,pots,,Nicaragua,Puerto Potosi
SSC-ppcp,Portopalo di Capo Passero,Italy,36.67,15.12,ppcp,ppcp,,,,,,ppcp,,Italy,Portopalo di Capo Passero
SSC-prai,Praia,Cape Verde,14.92,-23.5,prai,,,222,"1626, 1865",,,prai,,Cabo Verde,Praia
SSC-prba,Puerto Barrios,Guatemala,15.69,-88.62,prba,prba,,,1080,,,prba,,Guatemala,Puerto Barrios
SSC-prec,Le Prêcheur,France,14.81,-61.23,prec,prec,,,,,,prec,,Martinique,Le Prêcheur
SSC-preo,Preobrazheniye,Russia,42.91,133.92,preo,preo,,,465,,,preo,,Russia,Preobrazheniye
SSC-prev,Preveza,Greece,38.96,20.76,prev,,,,410,,,prev,,Greece,Preveza
SSC-prig,Prigi,Indonesia,-8.28,111.73,"prgi, prig","prgi, prig",,125,2197,,,prig,,Indonesia,Prigi
SSC-prin,Prince Rupert,Canada,54.32,-130.32,"prin, prin2",,155.0,540,167,2020,2248,prin,155,Canada,Prince Rupert
SSC-prin,Prince Rupert,Canada,54.32,-130.32,"prin, prin2",,155.0,540,167,2020,2248,prin2,155,Canada,Prince Rupert
SSC-prte,Port Elizabeth,South Africa,-33.97,25.63,prte,prte,76.0,184,820,"3508, 3509",2827,prte,76,South-Africa,Port Elizabeth
SSC-prus,Portrush,United Kingdom,55.21,-6.66,prus,,,,1867,,,prus,,UK,Portrush
SSC-psdn,Puerto Sandino,Nicaragua,12.2,-86.76,"psan, psdn",psan,,,,,,psan,,Nicaragua,Puerto Sandino
SSC-psdn,Puerto Sandino,Nicaragua,12.2,-86.76,"psan, psdn",psan,,,,,,psdn,,Nicaragua,Puerto Sandino
SSC-pslu,Port San Luis,United States,35.17,-120.75,"pslu, pslu2",pslu,,565,508,,,pslu,,USA,Port San Luis
SSC-pslu,Port San Luis,United States,35.17,-120.75,"pslu, pslu2",pslu,,565,508,,,pslu2,,USA,Port San Luis
SSC-ptan,Puerto Angel,Mexico,15.67,-96.49,"ptan, ptan2",ptan,164.0,672,1015,2960,2852,ptan,,Mexico,Puerto Angel
SSC-ptan,Puerto Angel,Mexico,15.67,-96.49,"ptan, ptan2",ptan,164.0,672,1015,2960,2852,ptan2,,Mexico,Puerto Angel
SSC-ptar,Punta Arenas,Chile,-53.12,-70.86,"ptar, ptar2",ptar,,,473,810,2283,ptar,,Chile,Punta Arenas
SSC-ptar,Punta Arenas,Chile,-53.12,-70.86,"ptar, ptar2",ptar,,,473,810,2283,ptar2,,Chile,Punta Arenas
SSC-ptbl,Port Blair,India,11.68,92.77,ptbl,ptbl,38.0,908,206,"2070, 2665, 2732",2441,ptbl,38,India,Port Blair
SSC-ptca,Punta Cana,Dominican Republic,18.5,-68.38,ptca,pcan,,776,,3558,3557,ptca,,Dominican Republic,Punta Cana
SSC-ptch,Punta de Choros,Chile,-29.25,-71.47,"ptch, ptch2",ptch,,,,,,ptch,,Chile,Punta de Choros
SSC-ptco,Puerto Cortes,Honduras,15.83,-87.95,pcor,pcor,,780,557,,,pcor,,Honduras,Puerto Cortes
SSC-ptfe,Port Ferréol,France,43.36,6.72,"ptfe, ptfe2",ptfe,,,2233,,3164,ptfe,,France,Port Ferréol
SSC-ptga,Point Galeota,Trinidad and Tobago,10.14,-60.99,"gale, ptga",ptga,,,2008,,,ptga,,Trinidad & Tobago,Point Galeota
SSC-pthe,Port Hedland,Australia,-20.32,118.57,phcp,,51.0,169,"189, 966",3588,2813,phcp,,Australia,Port Hedland
SSC-ptis,Port Isaac,United Kingdom,50.59,-4.83,ptis,,,,,,,ptis,,UK,Port Isaac
SSC-ptln,Port-La-Nouvelle,France,43.01,3.04,"ptln, ptln2",,,,,,3383,ptln,,France,Port-La-Nouvelle
SSC-ptma,Portomaso,Malta,35.92,14.49,ptma,,,,,,,ptma,,Malta,Portomaso
SSC-ptmd,"Portsmouth, Dominica",Dominica,15.56,-61.47,"ptmd, ptmd2",,,,,,,ptmd,,Dominica island,"Portsmouth, Dominica"
SSC-ptmd,"Portsmouth, Dominica",Dominica,15.56,-61.47,"ptmd, ptmd2",,,,,,,ptmd2,,Dominica island,"Portsmouth, Dominica"
SSC-ptmt,Portsmouth,United Kingdom,50.8,-1.11,ptmt,,,,350,2011,2342,ptmt,,UK,Portsmouth
SSC-ptos,Porto de Santana,Brazil,-0.05,-51.17,ptos,,,"716, 717",1975,"2997, 3454","2868, 2996",ptos,,Brasil,Porto de Santana
SSC-ptpl,Puerto Plata,Dominican Republic,19.8,-70.7,ptpl,ppla,,777,577,3556,3555,ptpl,,Dominican Republic,Puerto Plata
SSC-ptro,Port Royal,Jamaica,17.93,-76.85,ptro,ptro,210.0,782,"2003, 744","2719, 3018",2718,ptro,210,Jamaica,Port Royal
SSC-ptsc,Port St. Charles,Barbados,13.26,-59.64,ptsc,ptsc,,,888,,,ptsc,,Barbados,Port St. Charles
SSC-ptsp,Port of Spain,Trinidad and Tobago,10.65,-61.52,ptsp,ptsp,203.0,248,415,3512,2870,ptsp,203,Trinidad & Tobago,Port of Spain
SSC-ptts,Porto Torres,Italy,40.84,8.4,PT17,,,,2084,,,PT17,,Italy,Porto Torres
SSC-pual,Puerto Aldea,Chile,-30.29,-71.61,"ptal, ptal2",,,,,,,ptal,,Chile,Puerto Aldea
SSC-pual,Puerto Aldea,Chile,-30.29,-71.61,"ptal, ptal2",,,,,,,ptal2,,Chile,Puerto Aldea
SSC-puert,Puerto Vallarta,Mexico,20.62,-105.25,"puer2, puert",,,393,1360,1883,2130,puert,,Mexico,Puerto Vallarta
SSC-pulp,Pulau Perak,Malaysia,5.71,98.92,ms003,,,,,,,ms003,,Malaysia,Pulau Perak
SSC-pumo,Puerto Morelos,Mexico,20.87,-86.87,"pumo, pumo2","pum2, pumo",,860,,"3265, 3544",3543,pumo2,,Mexico,Puerto Morelos
SSC-puyt,Puysegur Welcome Bay,New Zealand,-46.08,166.59,puyt,puyt,,,,,,puyt,,New Zealand,Puysegur Welcome Bay
SSC-pwil,Puerto Williams,Chile,-54.93,-67.61,"pwil, pwil2",pwil,,287,1122,,,pwil,,Chile,Puerto Williams
SSC-pwil,Puerto Williams,Chile,-54.93,-67.61,"pwil, pwil2",pwil,,287,1122,,,pwil2,,Chile,Puerto Williams
SSC-qing,Qinglan,China,19.57,110.82,qing,qing,,,,,,qing,,China,Qinglan
SSC-quar,Quarry Bay,Hong Kong,22.28,114.22,quar,quar,77.0,329,"1674, 1693, 1891, 333","2089, 3214","2451, 2747, 2784",quar,77,Hong Kong - China,Quarry Bay
SSC-quel,Queule,Chile,-39.4,-73.21,"quel, quel2",quel,,,,,,quel,,Chile,Queule
SSC-quel,Queule,Chile,-39.4,-73.21,"quel, quel2",quel,,,,,,quel2,,Chile,Queule
SSC-quepo,Quepos,Costa Rica,9.4,-84.17,quepo,quep,167.0,87,"2189, 844",,2854,quepo,167,Costa Rica,Quepos
SSC-quin,Qui Nhon,Vietnam,13.78,109.25,quin,quin,75.0,381,1449,,2826,quin,75,Viet Nam,Qui Nhon
SSC-quir,Quiriquina,Chile,-36.64,-73.06,"quir, quir2",quir,,,,,,quir,,Chile,Quiriquina
SSC-quir,Quiriquina,Chile,-36.64,-73.06,"quir, quir2",quir,,,,,,quir2,,Chile,Quiriquina
SSC-qura,Qurayat,Oman,23.26,58.93,qura,qura,,,,,,qura,,Oman,Qurayat
SSC-raro,Rarotonga,Cook Islands,-21.2,-159.78,"raro, raro2","rarb, raro",139.0,23,"1453, 1843",655,"2144, 2775",raro,139,Cook Islands,Rarotonga
SSC-rata,Ratan,Sweden,63.99,20.9,rata,,,,88,2073,2331,rata,,Sweden,Ratan
SSC-rbct,Raoul Island Boat Cove,New Zealand,-29.28,-177.89,rbct,rbct,,,,,,rbct,,New Zealand,Raoul Island Boat Cove
SSC-rcit,Reggio Calabria,Italy,38.12,15.65,RC09,,,,"2142, 670",3150,"3148, 3149",RC09,,Italy,Reggio Calabria
SSC-reyk,Reykjavik,Iceland,64.15,-21.93,reyk,reyk,229.0,288,638,828,1984,reyk,229,Iceland,Reykjavik
SSC-rfrt,Raoul Island Fishing Rock,New Zealand,-29.25,-177.9,rfrt,rfrt,,,,,,rfrt,,New Zealand,Raoul Island Fishing Rock
SSC-ring,Ringhals,Sweden,57.25,12.11,ring,,,,2111,2951,2950,ring,,Sweden,Ringhals
SSC-rorv,Rørvik,Norway,64.87,11.25,rorv,,234.0,803,1241,3561,2879,rorv,234,Norway,Rørvik
SSC-rosc,Roscoff,France,48.72,-3.97,"rosc, rosc2",rosc,,,1347,1933,1865,rosc,,France,Roscoff
SSC-rose,Roseau,Dominica,15.31,-61.39,rose,rose,,786,,,,rose,,Dominica island,Roseau
SSC-ross,Rosslyn Bay,Australia,-23.16,150.79,ross,ross,,330,1760,2980,2979,ross,,Australia,Rosslyn Bay
SSC-rote,Rote,Indonesia,-10.71,123.06,rote,rote,,,,2961,2963,rote,,Indonesia,Rote
SSC-roth,Rothera,United Kingdom,-67.57,-68.13,rothe,roth,342.0,832,1931,2007,1991,rothe,342,Antarctica,Rothera
SSC-rous,Ile Rousse,France,42.64,8.94,"rous, rous2",,,,,,3175,rous,,France,Ile Rousse
SSC-rtas,Roatan Island Punta Gorda Harbor,Honduras,16.35,-86.54,rtas,rtas,,,,,,rtas,,Honduras,Roatan Island Punta Gorda Harbor
